city_code,province_code,province_name,macro_region,lat,long,api_elevation,coastal_status,total_demand,log_total_demand,demand_percentile,demand_tier,total_search_rows,active_log_days,unique_checkins,mean_lead_time,median_lead_time,p25_lead_time,p75_lead_time,share_lead_0_3,share_lead_4_7,share_lead_8_14,share_lead_15_30,share_lead_31_plus,active_rate,checkin_coverage,cluster,cluster_label,cluster_distance,cluster_score
1297,424,Isfahan,CENTER,33.054802,51.081459,1878.0,0,1533,7.335633981927201,0.292834890965732,LOW,757,244,450,9.039630118890356,6.0,2.0,13.0,0.3672391017173051,0.2100396301188903,0.1968295904887714,0.190224570673712,0.035667107001321,0.3008631319358816,0.598404255319149,3,ACTIVE_HIGH_DEMAND,1.3666818182375557,0.5421768099482649
1299,424,Isfahan,CENTER,32.37582,51.191242,1782.0,0,531395,13.183262784993106,0.8411214953271028,VERY_HIGH,21712,787,752,18.178288504053057,15.0,7.0,27.0,0.1378500368459838,0.1333364038319823,0.2098378776713338,0.3285740604274134,0.1904016212232866,0.9704069050554871,1.0,3,ACTIVE_HIGH_DEMAND,1.901945212492984,0.1610932973416577
1307,149,Mazandaran,NORTH_CASPIAN,37.06598,50.394095,-18.0,1,15261,9.633121357849578,0.4890965732087227,MEDIUM,3997,353,475,16.303227420565424,12.0,5.0,24.0,0.1983987990993244,0.1541155866900175,0.2011508631473605,0.2754565924443332,0.1708781586189642,0.4352651048088779,0.6316489361702128,3,ACTIVE_HIGH_DEMAND,1.4960952509612513,0.2742892776868342
1317,754,Gilan,NORTH_CASPIAN,37.033165,50.337051,43.0,1,34955,10.461845406747434,0.5950155763239875,MEDIUM,7620,749,742,13.816666666666666,10.0,4.0,20.0,0.2431758530183727,0.1855643044619422,0.2099737532808399,0.2339895013123359,0.1272965879265092,0.9235511713933415,0.9867021276595744,3,ACTIVE_HIGH_DEMAND,1.2261449245432248,0.41316802543936
1370,929,Alborz,NORTH_CENTRAL,35.984295,50.741203,1494.0,0,68,4.23410650459726,0.2118380062305296,LOW,55,14,55,14.472727272727273,11.0,3.0,24.5,0.2727272727272727,0.109090909090909,0.1818181818181818,0.2909090909090909,0.1454545454545454,0.01726263871763255,0.07313829787234043,3,ACTIVE_HIGH_DEMAND,1.9301289745549888,0.3541317224972072
1371,289,Razavi Khorasan,EAST,35.278458,59.21302,1362.0,0,18031,9.799903236279558,0.5171339563862928,MEDIUM,6209,743,752,11.93638267031728,8.0,3.0,17.0,0.3034305041069415,0.1829602190368819,0.2085682074408117,0.2100177162183926,0.0950233531969721,0.9161528976572133,1.0,2,ACTIVE_MEDIUM_DEMAND,1.1572748716542873,0.4955473335476462
1402,289,Razavi Khorasan,EAST,35.476524,58.461693,1680.0,0,1178,7.072421900537371,0.2834890965732087,LOW,470,220,316,6.006382978723404,3.0,1.0,8.0,0.5148936170212766,0.2085106382978723,0.1659574468085106,0.0936170212765957,0.0170212765957446,0.2712700369913687,0.42021276595744683,2,ACTIVE_MEDIUM_DEMAND,1.732223580482069,0.2980348245760968
1460,424,Isfahan,CENTER,33.527657,52.217327,996.0,0,22578,10.024775549743328,0.5451713395638629,MEDIUM,6857,617,644,14.547761411696078,10.0,4.0,22.0,0.2356715764911769,0.1715035729911039,0.2021292110252296,0.2504010500218754,0.1402945894706139,0.7607891491985204,0.8563829787234043,3,ACTIVE_HIGH_DEMAND,0.9523499502079449,0.4632058454822217
1494,149,Mazandaran,NORTH_CASPIAN,36.428494,53.135076,172.0,1,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,1.4192847694684612,0.45185772938026586
1496,149,Mazandaran,NORTH_CASPIAN,36.691429,51.262627,-16.0,1,211797,12.263388269234229,0.7757009345794392,HIGH,15738,781,752,15.657008514423689,12.0,5.0,23.0,0.1836319735671623,0.1646969119329012,0.22417079679756,0.2784979031643156,0.1490024145380607,0.9630086313193588,1.0,3,ACTIVE_HIGH_DEMAND,1.4383440683820745,0.26375971855626745
1524,490,Hormozgan,SOUTH,25.883463,55.029854,8.0,1,3269,8.0925452638913,0.3457943925233644,LOW,1359,180,278,16.4289919058131,13.0,6.0,24.0,0.1618837380426784,0.1493745401030169,0.2332597498160412,0.3024282560706401,0.1530537159676232,0.2219482120838471,0.3696808510638298,2,ACTIVE_MEDIUM_DEMAND,3.1356607443962665,0.09878317140667184
1553,149,Mazandaran,NORTH_CASPIAN,36.581875,52.814819,-7.0,1,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,1.445765720670485,0.47701669086821985
1572,289,Razavi Khorasan,EAST,35.6892,51.389,1173.0,0,15126,9.6242365055622,0.4828660436137071,MEDIUM,4435,585,741,15.549267192784669,11.0,5.0,23.0,0.1770011273957158,0.1878241262683201,0.2189402480270575,0.2698985343855693,0.1463359639233371,0.7213316892725031,0.9853723404255319,3,ACTIVE_HIGH_DEMAND,0.8769782938182168,0.4634306892664789
1629,424,Isfahan,CENTER,32.64008,51.500107,1607.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,0.5658638412346405,0.7142453390597715
1638,149,Mazandaran,NORTH_CASPIAN,36.573074,52.015881,-23.0,1,3152279,14.963636558501843,0.9439252336448598,VERY_HIGH,34888,802,752,24.77605480394405,23.0,11.0,37.0,0.0862187571657876,0.0862187571657876,0.1504242146296721,0.3196801192387067,0.3574581518000458,0.9889025893958077,1.0,4,VERY_HIGH_DEMAND,0.5606501467231902,0.5115510589353627
1668,424,Isfahan,CENTER,31.93313,51.654179,2063.0,0,2605,7.8655717576847906,0.3333333333333333,LOW,1177,393,553,9.34069668649108,5.0,2.0,12.0,0.411214953271028,0.2090059473237043,0.1622769753610875,0.1503823279524214,0.0671197960917587,0.4845869297163995,0.7353723404255319,3,ACTIVE_HIGH_DEMAND,1.60921634137158,0.4790492618002345
1675,149,Mazandaran,NORTH_CASPIAN,36.642227,53.203712,8.0,1,1135,7.035268599281097,0.2803738317757009,LOW,613,247,380,10.461663947797716,6.0,2.0,15.0,0.3882544861337683,0.1778140293637846,0.1810766721044045,0.1680261011419249,0.0848287112561174,0.30456226880394577,0.5053191489361702,3,ACTIVE_HIGH_DEMAND,1.7114596197924103,0.37466705428271435
1751,424,Isfahan,CENTER,32.393505,51.33535,1720.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,0.6715839691499975,0.7067884589885275
1782,424,Isfahan,CENTER,33.677097,55.007885,923.0,0,16254,9.696155832738006,0.5015576323987538,MEDIUM,3716,674,710,12.721474703982777,8.0,3.0,19.0,0.2766415500538213,0.2015608180839612,0.1924111948331539,0.2179763186221743,0.1114101184068891,0.8310727496917386,0.9441489361702128,2,ACTIVE_MEDIUM_DEMAND,1.6122064872551558,-0.09333826381614892
1859,424,Isfahan,CENTER,32.486511,51.778912,1561.0,0,5569,8.62515033292133,0.3800623052959501,LOW,2265,311,315,10.582781456953642,7.0,2.0,16.0,0.3381898454746136,0.1951434878587196,0.192494481236203,0.2088300220750552,0.0653421633554083,0.3834771886559803,0.41888297872340424,3,ACTIVE_HIGH_DEMAND,1.2927942750195962,0.5121152536329331
1895,424,Isfahan,CENTER,33.504681,51.919071,1652.0,0,57266,10.955479820569012,0.6261682242990654,HIGH,8476,771,752,12.790349221330816,9.0,3.0,19.0,0.2651014629542237,0.1904200094384143,0.2135441245870693,0.227701746106654,0.1032326569136385,0.9506781750924784,1.0,3,ACTIVE_HIGH_DEMAND,0.9688007587270172,0.5201713407740759
1916,987,Tehran,NORTH_CENTRAL,35.556149,52.162872,1726.0,0,15901,9.674200166461429,0.4984423676012461,MEDIUM,5229,730,738,11.705488621151272,8.0,3.0,17.0,0.2989099254159495,0.195639701663798,0.210556511761331,0.2009944540065022,0.0938994071524192,0.9001233045622689,0.9813829787234043,3,ACTIVE_HIGH_DEMAND,0.8382198579788299,0.5527328372840444
1931,424,Isfahan,CENTER,32.302784,52.205208,1569.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,0.572872892498941,0.6661113035238783
1960,754,Gilan,NORTH_CASPIAN,38.309269,48.863491,-13.0,1,23843,10.079287892339815,0.5514018691588785,MEDIUM,5567,697,715,12.294233878210886,8.0,3.0,18.0,0.277348661756781,0.1925633195617029,0.2105263157894736,0.2189689240165259,0.1005927788755164,0.8594327990135635,0.9507978723404256,3,ACTIVE_HIGH_DEMAND,1.7514223479156719,0.3990032473144942
1986,424,Isfahan,CENTER,33.356579,52.378185,1252.0,0,15387,9.641343263872184,0.4922118380062305,MEDIUM,3636,728,724,9.723872387238725,5.0,1.0,14.0,0.3919141914191419,0.1881188118811881,0.1782178217821782,0.1729922992299229,0.0687568756875687,0.8976572133168927,0.9627659574468085,3,ACTIVE_HIGH_DEMAND,1.1629933178899823,0.5055499432488424
1996,754,Gilan,NORTH_CASPIAN,37.159901,50.216652,-17.0,1,5335,8.58223158759546,0.3769470404984423,LOW,2361,523,653,12.614146548072853,7.0,2.0,18.0,0.3324862346463363,0.182549767047861,0.1795849216433714,0.1689961880559085,0.1363828886065226,0.6448828606658447,0.8683510638297872,3,ACTIVE_HIGH_DEMAND,1.2954049680142625,0.4492200310569068
2028,149,Mazandaran,NORTH_CASPIAN,36.364048,52.735851,64.0,1,52334,10.865420642288983,0.616822429906542,HIGH,7723,763,752,11.892140359963744,8.0,3.0,17.0,0.2824032111873624,0.2005697267901074,0.2158487634338987,0.2168846303250032,0.0842936682636281,0.9408138101109741,1.0,3,ACTIVE_HIGH_DEMAND,1.3102145092962914,0.43832541012387355
2099,490,Hormozgan,SOUTH,26.533424,53.973846,30.0,1,14179586,16.467313953115184,0.9844236760124612,VERY_HIGH,45060,811,752,29.47279183311141,29.0,14.0,44.0,0.0667554371948513,0.0667554371948513,0.1168220150909897,0.2670217487794052,0.4826453617399023,1.0,1.0,4,VERY_HIGH_DEMAND,3.2401199367934566,0.3222779171565416
2101,754,Gilan,NORTH_CASPIAN,37.156036,48.98938,1052.0,1,1293441,14.07281744002037,0.9003115264797508,VERY_HIGH,31660,804,752,23.29090334807328,21.0,10.0,35.0,0.0950094756790903,0.094756790903348,0.1626026531901453,0.3287428932406822,0.318888186986734,0.9913686806411838,1.0,4,VERY_HIGH_DEMAND,1.5859665839041344,0.3378354728312301
2108,289,Razavi Khorasan,EAST,36.708546,57.408157,1075.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,0,SPARSE_LOW_DEMAND_A,1.0408845812098435,0.5536250074573779
2126,424,Isfahan,CENTER,32.804607,51.618828,1582.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,0.5201791130303328,0.7131903528665697
2136,490,Hormozgan,SOUTH,27.217744,53.036396,57.0,1,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,2.1251912672262105,0.37328450395689
2154,424,Isfahan,CENTER,33.447861,52.486664,986.0,0,4537,8.420241665339788,0.3644859813084112,LOW,2304,524,660,11.327256944444445,7.0,3.0,17.0,0.3177083333333333,0.1892361111111111,0.1996527777777778,0.2118055555555555,0.0815972222222222,0.6461159062885327,0.8776595744680851,3,ACTIVE_HIGH_DEMAND,0.9899156469760563,0.5147854018045989
2168,424,Isfahan,CENTER,32.556114,51.573631,1606.0,0,6835,8.829958044235482,0.3987538940809969,LOW,2689,410,603,16.525846039419857,13.0,5.0,25.0,0.1915210115284492,0.1569356638155448,0.194124209743399,0.2815172926738564,0.1759018222387504,0.5055487053020962,0.8018617021276596,3,ACTIVE_HIGH_DEMAND,1.4173253777288992,0.35025522582075175
2195,149,Mazandaran,NORTH_CASPIAN,36.477455,52.355835,87.0,1,775490,13.561251656115529,0.8691588785046729,VERY_HIGH,26933,792,752,20.951917721753983,18.0,8.0,31.0,0.1116474213789774,0.1113132588274607,0.1857201202985185,0.3350536516541046,0.2562655478409386,0.9765721331689272,1.0,4,VERY_HIGH_DEMAND,0.9810646216925243,0.3245155736615483
2302,424,Isfahan,CENTER,31.061466,51.593582,2065.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,1.001773126554974,0.6369631668565421
2335,424,Isfahan,CENTER,32.626247,51.477116,1612.0,0,478,6.171700597410915,0.2554517133956386,LOW,294,142,223,8.08843537414966,5.0,1.0,11.75,0.4353741496598639,0.2006802721088435,0.1666666666666666,0.1598639455782313,0.0374149659863945,0.17509247842170161,0.29654255319148937,3,ACTIVE_HIGH_DEMAND,1.7601829380073577,0.4244929207505844
2337,490,Hormozgan,SOUTH,26.780315,56.065002,8.0,1,17391,9.763765609360991,0.5109034267912772,MEDIUM,6047,608,693,17.029270712750122,13.0,5.0,26.0,0.2032412766661154,0.1463535637506201,0.1827352406151811,0.2731933190011576,0.1944765999669257,0.749691738594328,0.9215425531914894,2,ACTIVE_MEDIUM_DEMAND,2.634850686965682,0.2039476280190651
2363,149,Mazandaran,NORTH_CASPIAN,36.701763,53.639572,42.0,1,19852,9.896110408197078,0.5327102803738317,MEDIUM,5482,750,743,11.63808828894564,8.0,3.0,17.0,0.2995257205399489,0.1966435607442539,0.2094126231302444,0.2026632615833637,0.0917548340021889,0.9247842170160296,0.988031914893617,3,ACTIVE_HIGH_DEMAND,1.6072649123129206,0.3742047666213927
2406,987,Tehran,NORTH_CENTRAL,35.490189,51.141045,1041.0,0,691,6.539585955617669,0.2647975077881619,LOW,449,180,347,6.848552338530067,4.0,1.0,10.0,0.4721603563474387,0.1893095768374164,0.1759465478841871,0.1603563474387528,0.0022271714922048,0.2219482120838471,0.46143617021276595,3,ACTIVE_HIGH_DEMAND,1.5537414274453032,0.45915583996578563
2423,424,Isfahan,CENTER,32.489532,51.407368,1646.0,0,6259,8.741935464094144,0.3925233644859813,LOW,2638,306,310,11.661106899166034,7.0,3.0,17.0,0.3093252463987869,0.1940864291129643,0.1940864291129643,0.2168309325246399,0.0856709628506444,0.37731196054254007,0.4122340425531915,3,ACTIVE_HIGH_DEMAND,1.2469362496892684,0.529099365884949
2424,289,Razavi Khorasan,EAST,36.548656,61.148602,276.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,0,SPARSE_LOW_DEMAND_A,1.364918855319048,0.6626199561501486
2451,987,Tehran,NORTH_CENTRAL,35.210861,51.673183,842.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,0.693238980105616,0.6599048823115211
2483,490,Hormozgan,SOUTH,26.964176,56.066223,5.0,1,520506,13.162558615553838,0.8348909657320872,VERY_HIGH,27907,796,752,22.688823592647005,20.0,9.0,34.0,0.1053140789049342,0.1037732468556276,0.1666965277528935,0.313218905650912,0.3109972408356326,0.9815043156596794,1.0,4,VERY_HIGH_DEMAND,3.2897998651128275,0.059534885477029655
2575,289,Razavi Khorasan,EAST,36.351257,56.87804,916.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,0,SPARSE_LOW_DEMAND_A,1.191366401509245,0.4579877442010547
2587,754,Gilan,NORTH_CASPIAN,37.195675,50.147427,-19.0,1,433173,12.978894773840572,0.822429906542056,VERY_HIGH,22498,793,752,19.053515868077163,16.0,7.0,28.0,0.1328562538892346,0.1288114499066583,0.2005956084985332,0.3262512223308738,0.2114854653746999,0.9778051787916153,1.0,4,VERY_HIGH_DEMAND,1.6726349301425123,0.10174022224276882
2642,490,Hormozgan,SOUTH,27.203939,53.042725,61.0,1,299903,12.611217702427412,0.7975077881619937,HIGH,19435,774,752,21.152868536146126,18.0,8.0,32.0,0.1270388474401852,0.1161306920504244,0.17808078209416,0.3029071263184975,0.2758425520967327,0.9543773119605425,1.0,4,VERY_HIGH_DEMAND,2.626304264958879,0.14362960965648375
2668,424,Isfahan,CENTER,33.419891,51.183338,1980.0,0,116,4.762173934797756,0.2211838006230529,LOW,66,33,55,5.96969696969697,3.5,1.0,10.0,0.5,0.1969696969696969,0.1969696969696969,0.106060606060606,0.0,0.040690505548705305,0.07313829787234043,3,ACTIVE_HIGH_DEMAND,2.2473598145120426,0.30268676088376795
2670,424,Isfahan,CENTER,33.97245,51.148911,1641.0,0,63222,11.054423437981288,0.6386292834890965,HIGH,7790,754,746,12.899486521181002,9.0,3.0,19.0,0.2643132220795892,0.1861360718870346,0.204364569961489,0.2405648267008986,0.1046213093709884,0.9297163995067818,0.9920212765957447,3,ACTIVE_HIGH_DEMAND,0.8080728273749173,0.5343441057319369
2692,754,Gilan,NORTH_CASPIAN,38.38718,48.869247,-24.0,1,1186769,13.986745889020662,0.8909657320872274,VERY_HIGH,28057,800,752,21.903909897708235,19.0,9.0,33.0,0.1067826210927754,0.1051431015432868,0.1757850090886409,0.3279751933563816,0.2843140749189151,0.9864364981504316,1.0,4,VERY_HIGH_DEMAND,1.8297335998742361,0.27733721793254307
2728,490,Hormozgan,SOUTH,26.807442,53.374735,5.0,1,33547,10.420732528104304,0.5825545171339563,MEDIUM,6791,433,466,20.33190988072449,17.0,8.0,30.0,0.1279634810778972,0.1191282579885142,0.1936386393756442,0.3139449271094095,0.2453246944485348,0.5339087546239211,0.6196808510638298,4,VERY_HIGH_DEMAND,3.0157543601354773,0.05552715143371594
2730,929,Alborz,NORTH_CENTRAL,35.72459,50.361477,1162.0,0,1923,7.562161631225652,0.3052959501557632,LOW,1014,227,308,10.635108481262328,7.0,2.0,16.0,0.363905325443787,0.1676528599605522,0.1893491124260355,0.2051282051282051,0.0739644970414201,0.279901356350185,0.4095744680851064,3,ACTIVE_HIGH_DEMAND,1.0981493601691092,0.5419339726953307
2751,754,Gilan,NORTH_CASPIAN,36.741299,49.418541,373.0,1,30990,10.341452118734878,0.573208722741433,MEDIUM,7223,765,752,10.888412017167385,7.0,2.0,16.0,0.3205039457289215,0.2000553786515298,0.1993631455074068,0.2101619825557247,0.069915547556417,0.9432799013563502,1.0,3,ACTIVE_HIGH_DEMAND,1.3291528736413716,0.4827560178879963
2778,754,Gilan,NORTH_CASPIAN,37.202393,50.010818,8.0,1,3083669,14.941631004048984,0.940809968847352,VERY_HIGH,37260,806,752,25.79420289855073,24.0,12.0,39.0,0.0807300053676865,0.0807300053676865,0.1410359634997316,0.3105475040257649,0.3869565217391304,0.9938347718865598,1.0,4,VERY_HIGH_DEMAND,1.2118626569977802,0.48361041500603824
2852,754,Gilan,NORTH_CASPIAN,37.937489,48.916237,-9.0,1,31495,10.357615832623573,0.5763239875389408,MEDIUM,6812,716,737,13.475337639459775,9.0,4.0,19.0,0.2475044039929536,0.1895184967704051,0.2160892542571932,0.229301233118027,0.117586611861421,0.8828606658446363,0.9800531914893617,3,ACTIVE_HIGH_DEMAND,1.7076670552099344,0.37896149475008134
2854,754,Gilan,NORTH_CASPIAN,37.089626,49.421825,56.0,1,18149,9.806425839692997,0.5233644859813084,MEDIUM,4479,696,721,11.038847957133289,7.0,2.0,16.0,0.3219468631390935,0.1913373520875195,0.20785889707524,0.1991515963384684,0.0797052913596784,0.8581997533908755,0.9587765957446809,3,ACTIVE_HIGH_DEMAND,1.4099002229693303,0.4715331057279048
2894,149,Mazandaran,NORTH_CASPIAN,36.598782,52.662739,-7.0,1,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,1.4285805127529516,0.4907730661548696
2908,987,Tehran,NORTH_CENTRAL,35.415794,51.586674,960.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,1,SPARSE_LOW_DEMAND_B,0.7401348492510867,0.6612694159615379
2949,987,Tehran,NORTH_CENTRAL,35.633015,51.059704,1127.0,0,2923017,14.888127202131214,0.9345794392523364,VERY_HIGH,36403,807,752,25.29516798066093,24.0,12.0,38.0,0.0826305524269977,0.0826305524269977,0.1445485262203664,0.3195615745955004,0.3706287943301376,0.9950678175092479,1.0,4,VERY_HIGH_DEMAND,1.122033853811969,0.43047778089725725
2951,289,Razavi Khorasan,EAST,35.959579,57.770226,1359.0,0,2,1.0986122886681098,0.0965732087227414,VERY_LOW,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0013297872340425532,0,SPARSE_LOW_DEMAND_A,0.7870810506166145,0.6221597606000521
2969,987,Tehran,NORTH_CENTRAL,35.742348,51.821407,1793.0,0,149434,11.91461679465882,0.7414330218068536,HIGH,17586,761,752,16.948254293187762,13.0,6.0,25.0,0.1693392471283976,0.1546684862959172,0.2090867735698851,0.2900034118048447,0.1769020812009553,0.938347718865598,1.0,3,ACTIVE_HIGH_DEMAND,1.3485927265548816,0.30906735796441753
