city_code,province_code,lat,long,first_checkin,last_checkin,positive_checkins,positive_rows,total_searches,mean_demand_positive,median_demand_positive,p90_demand_positive,active_span_days,positive_checkin_rate,city_share_all_history,is_one_off_anomaly,city_reliability,fit_eligible,completion_D30,completion_D21,completion_D14,completion_D7,completion_D3,completion_D1,recent_90_total,previous_90_total,recent_90_share_platform,recent_growth_90_vs_prev90,log_recent_growth_90,mean_daily_demand_365,median_daily_demand_365,std_daily_demand_365,demand_cv_365,weekday_index_mon,weekday_index_tue,weekday_index_wed,weekday_index_thu,weekday_index_fri,weekday_index_sat,weekday_index_sun,weekend_index_365,holiday_index_365,log_total_searches,log_recent_90_total,snapshot_cutoff
1224,987,35.4832,51.079914,2023-11-01,2024-05-20,202.0,1985.0,5924.0,29.326732673267326,27.0,45.0,202.0,1.0,8.520662412175078e-05,False,reliable,1,0.06532748143146523,0.13318703578663066,0.20222822417285619,0.37356515867656986,0.5825455773126266,0.800979068197164,2995.0,2350.0,7.078410352110146e-05,1.2743513398553807,0.2424372960970418,29.326732673267326,27.0,12.083135660122215,0.41201779259701005,0.9747491210505483,0.9730273946175364,1.0276607138699387,1.2910428647931267,0.8912663857132879,0.9465296048802068,0.8947938252345806,1.0911546252532074,1.2730137294620754,8.686935966003333,8.005033344637111,2024-05-20
1239,929,35.95195,50.604534,2023-11-01,2024-05-20,199.0,783.0,2076.0,10.4321608040201,8.0,20.0,202.0,0.9851485148514851,2.985971500282826e-05,False,reliable,1,0.0838150289017341,0.12235067437379576,0.1955684007707129,0.36753371868978807,0.575626204238921,0.8246628131021194,1186.0,761.0,2.803003231252966e-05,1.557742782152231,0.4432378389230216,10.277227722772277,8.0,7.861511269496575,0.7649447381687419,0.8589462494186433,1.03210156895128,1.0602617766261377,1.4494717958939605,0.9159856487941,0.9025646136469337,0.7817752973224371,1.1827287223440301,1.900642260757868,7.638679823876112,7.079184394609668,2024-05-20
1265,987,35.603191,51.438709,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1297,424,33.054802,51.081459,2023-11-11,2024-05-20,125.0,187.0,332.0,2.656,2.0,4.0,192.0,0.6510416666666666,4.7752530736700295e-06,False,sparse,0,0.0572289156626506,0.1566265060240964,0.25,0.4367469879518072,0.6957831325301205,0.9337349397590361,180.0,131.0,4.254136438663861e-06,1.371212121212121,0.3156951086794555,1.7291666666666667,2.0,2.126763717306077,1.2299356437432736,0.6609294320137693,0.9210174029451137,1.2637215528781793,1.242302543507363,0.8781793842034806,1.0327022375215147,1.0120481927710843,1.0602409638554215,2.4289156626506023,5.808142489980444,5.198497031265826,2024-05-20
1299,424,32.37582,51.191242,2023-11-01,2024-05-20,202.0,5083.0,74432.0,368.4752475247525,195.5,875.4000000000002,202.0,1.0,0.0010705772192150832,False,reliable,1,0.03827654772141015,0.07980438521066208,0.14683200773860705,0.33226300515907137,0.6102079750644884,0.875859845227859,51948.0,18644.0,0.0012277437761983902,2.7862161437382675,1.0246844544510303,368.4752475247525,195.5,543.5551589554208,1.4751470081281572,0.5907850164556586,0.6632544758014985,1.1958881237584131,2.1564167803243692,0.8700345791205859,0.7773881089334953,0.7346210009784445,1.5132256797224775,3.535651332760103,11.217654670869772,10.858017747063952,2024-05-20
1307,149,37.06598,50.394095,2023-11-01,2024-05-15,86.0,145.0,216.0,2.511627906976744,2.0,4.0,202.0,0.42574257425742573,3.106791156363634e-06,False,sparse,0,0.12962962962962962,0.3148148148148148,0.5,0.7361111111111112,0.8472222222222222,0.9444444444444444,70.0,111.0,1.6543863928137236e-06,0.6339285714285714,-0.4558189942537787,1.0693069306930694,0.0,1.58511374573464,1.4823748918444317,0.8384418901660281,0.8349867724867724,1.3221583652618134,1.3221583652618134,1.160919540229885,0.8706896551724137,0.644955300127714,1.2415389527458494,1.6833333333333333,5.37989735354046,4.2626798770413155,2024-05-20
1317,754,37.033165,50.337051,2023-11-01,2024-05-20,193.0,1580.0,5990.0,31.036269430051814,15.0,67.40000000000015,202.0,0.9554455445544554,8.615592141952854e-05,False,reliable,1,0.11786310517529215,0.2323873121869783,0.3330550918196995,0.520534223706177,0.7248747913188648,0.9001669449081803,4774.0,996.0,0.00011282915198989596,4.789368104312939,1.5663984829529927,29.653465346534652,14.0,51.76735859392793,1.7457439792943978,0.6791088595935755,0.8250059623181494,1.1291347648379484,1.5756720971734501,1.0128490012089115,0.932611824304876,0.8395832134016465,1.2942605491911807,3.9185976627712855,8.698013622083925,8.471149252914831,2024-05-20
1370,929,35.984295,50.741203,2023-11-08,2024-05-08,42.0,42.0,42.0,1.0,1.0,1.0,195.0,0.2153846153846154,6.040982804040399e-07,False,sparse,0,0.21428571428571427,0.42857142857142855,0.5952380952380952,0.7619047619047619,0.8809523809523809,0.9761904761904762,11.0,30.0,2.599750045850137e-07,0.3870967741935484,-0.9490805546971459,0.2153846153846154,0.0,0.41214704458485657,1.9135398498582625,0.9948979591836734,1.2037037037037035,1.3265306122448979,0.9948979591836734,0.8290816326530612,0.8290816326530612,0.8290816326530612,0.9119897959183673,1.5476190476190474,3.7612001156935624,2.4849066497880004,2024-05-20
1371,289,35.278458,59.21302,2023-11-01,2024-05-20,202.0,1503.0,4239.0,20.985148514851485,18.0,34.80000000000001,202.0,1.0,6.0970776443636315e-05,False,reliable,1,0.0629865534324133,0.13470158056145318,0.21372965322009907,0.42344892663364003,0.6251474404340647,0.8237791932059448,2295.0,1604.0,5.4240239592964225e-05,1.4305295950155763,0.3580447218753404,20.985148514851485,18.0,13.484643088771941,0.6425803028855702,0.893899829985927,1.0177265527583998,1.1255907785668382,1.194605103676046,0.7920215405390015,1.0138532998185974,0.9629141550951348,0.9933133221075238,1.9696469293072267,8.352318548226004,7.738923757439457,2024-05-20
1402,289,35.476524,58.461693,2023-11-02,2024-05-17,88.0,123.0,411.0,4.670454545454546,2.0,12.299999999999997,201.0,0.43781094527363185,5.911533172525247e-06,False,sparse,0,0.0024330900243309003,0.0072992700729927005,0.072992700729927,0.3309002433090024,0.5961070559610706,0.9075425790754258,330.0,77.0,7.799250137550412e-06,4.243589743589744,1.4454095486874712,2.044776119402985,0.0,3.9310285008667734,1.9224737923946995,0.7082808960483262,0.7510427528675705,1.2226277372262775,1.3153788069468917,1.0455575132141959,0.9781021897810219,0.9781021897810219,1.1804681600805438,2.673479318734793,6.021023349349527,5.802118375377063,2024-05-20
1460,424,33.527657,52.217327,2023-11-01,2024-05-20,202.0,2498.0,7060.0,34.95049504950495,22.0,62.80000000000001,202.0,1.0,0.000101546044277441,False,reliable,1,0.09079320113314447,0.16147308781869688,0.2739376770538244,0.46926345609065157,0.6896600566572237,0.8847025495750708,4666.0,1893.0,0.00011027667012669764,2.4640971488912355,0.9018254722037922,34.95049504950495,22.0,41.651689145926966,1.19173388207893,0.7725212464589235,0.9564548765681911,1.2855621764188727,1.423688580638859,0.9215004395819086,0.9106476506789098,0.7281234736739278,1.172594510110384,2.947025495750708,8.862341963516347,8.448271745949816,2024-05-20
1494,149,36.428494,53.135076,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1496,149,36.691429,51.262627,2023-11-01,2024-05-20,202.0,3617.0,42343.0,209.61881188118812,111.0,359.5,202.0,1.0,0.0006090317496940062,False,reliable,1,0.07264482913350495,0.13605554637130104,0.21739130434782608,0.39404387974399546,0.6425619346763337,0.864109770209952,29898.0,10006.0,0.0007066120624620673,2.9878085340261817,1.0945401869129778,209.61881188118812,111.0,312.19877939112405,1.4893643208324177,0.7364764114412105,0.8471159004186896,1.1923120460410752,1.5882688747967135,1.0314288808881815,0.8547535032049429,0.7443725177063831,1.3098488778424477,2.8655188972596806,10.653582013537823,10.305580314003434,2024-05-20
1524,490,25.883463,55.029854,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1553,149,36.581875,52.814819,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1572,289,35.6892,51.389,2023-11-01,2024-05-20,196.0,1043.0,3838.0,19.581632653061224,12.0,43.0,202.0,0.9702970297029703,5.520307619501679e-05,False,reliable,1,0.10422094841063054,0.1928087545596665,0.3478374153204794,0.5992704533611256,0.8621677957269411,0.9723814486711829,2742.0,922.0,6.480467841564614e-05,2.971830985915493,1.0891782564347512,19.0,12.0,23.936483114288052,1.2598149007520028,0.9618874773139745,1.088345864661654,1.1851179673321235,1.1288566243194191,0.9038112522686026,0.9019963702359346,0.8330308529945554,1.0163339382940109,3.263157894736842,8.252967195000798,7.916807490937603,2024-05-20
1629,424,32.64008,51.500107,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1638,149,36.573074,52.015881,2023-11-01,2024-05-20,202.0,8730.0,605637.0,2998.20297029703,1543.5,5569.200000000002,202.0,1.0,0.008711054053549085,False,reliable,1,0.08372011617520066,0.15584417728771524,0.24688881293580148,0.42896652615345493,0.6745212065973513,0.8868447601451034,415187.0,152790.0,0.009812567475330736,2.7173590067477797,0.9996604552257562,2998.20297029703,1543.5,4092.2576653229107,1.3649034791388701,0.6889874229316718,0.7950119343057687,1.1692636188753784,1.5932302227469475,1.1020509440245672,0.9027361501907964,0.7416511529354132,1.3476405833857574,3.061322651467243,13.314037726825065,12.936486708682049,2024-05-20
1668,424,31.93313,51.654179,2023-11-03,2024-05-20,124.0,261.0,590.0,4.758064516129032,3.0,9.0,200.0,0.62,8.486142510437704e-06,False,sparse,0,0.003389830508474576,0.02711864406779661,0.07796610169491526,0.3016949152542373,0.6220338983050847,0.8728813559322034,411.0,176.0,9.71361153494915e-06,2.327683615819209,0.8448736167756978,2.95,1.0,5.216662519197113,1.7683601759990213,0.8182349503214493,0.7748184019370459,1.089588377723971,1.694915254237288,1.0286382232612505,0.7130333138515488,0.9000584453535944,1.3559322033898304,2.3502824858757063,6.3818160174060985,6.021023349349527,2024-05-20
1675,149,36.642227,53.203712,2023-11-01,2024-05-19,85.0,129.0,191.0,2.2470588235294118,2.0,4.0,202.0,0.4207920792079208,2.7472088465993243e-06,False,sparse,0,0.05759162303664921,0.10471204188481675,0.20418848167539266,0.43455497382198954,0.7120418848167539,0.8429319371727748,127.0,40.0,3.001529598390613e-06,3.1219512195121952,1.138458197215309,0.9455445544554455,0.0,1.568345120948522,1.6586686619455573,0.5470301498465427,0.8309648466716529,1.0211229463802132,1.6410904495396281,1.1669976530059578,1.0211229463802132,0.7658422097851598,1.4040440512727932,2.9612565445026178,5.2574953720277815,4.852030263919617,2024-05-20
1751,424,32.393505,51.33535,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1782,424,33.677097,55.007885,2023-11-01,2024-05-20,202.0,1544.0,6725.0,33.29207920792079,15.0,86.0,202.0,1.0,9.672764132659925e-05,False,reliable,1,0.053680297397769514,0.12431226765799257,0.23717472118959107,0.43702602230483273,0.6953159851301115,0.9009665427509294,4098.0,2180.0,9.685250625358056e-05,1.8794131132508023,0.6309595543027084,33.29207920792079,15.0,49.30854059648176,1.4810892491433927,0.5955646711960005,0.6951460435475305,1.080302525317267,1.8736982438148955,1.1186258172029226,0.9746545314703243,0.6514959620561467,1.4961620305089092,3.680555142503098,8.813735892300215,8.318498320504338,2024-05-20
1859,424,32.486511,51.778912,2024-01-25,2024-01-25,1.0,1.0,1.0,1.0,1.0,1.0,117.0,0.008547008547008548,1.4383292390572379e-08,False,sparse,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-0.6931471805599453,0.008547008547008548,0.0,0.09245003270420483,10.816653826391965,0.0,0.0,0.0,6.88235294117647,0.0,0.0,0.0,3.441176470588235,8.357142857142856,0.6931471805599453,0.0,2024-05-20
1895,424,33.504681,51.919071,2023-11-01,2024-05-20,202.0,2509.0,19181.0,94.95544554455445,44.0,222.60000000000002,202.0,1.0,0.0002758859313435688,False,reliable,1,0.04348052760544289,0.09431207966216569,0.16860434805276053,0.3475314112924248,0.5990302903915333,0.8466711850268495,13991.0,4388.0,0.00033066457174081153,3.18796992481203,1.1593843270102049,94.95544554455445,44.0,157.22441101164827,1.6557703469241933,0.5759506983383341,0.682650986467263,1.345458598577256,2.0699363055034707,1.0204422839411846,0.7375509888557102,0.5570670688846182,1.5451892947223276,3.528672471021671,9.861727618287896,9.546241016698438,2024-05-20
1916,987,35.556149,52.162872,2023-11-01,2024-05-19,194.0,940.0,2474.0,12.75257731958763,9.0,26.0,202.0,0.9603960396039604,3.5584265374276065e-05,False,reliable,1,0.054163298302344384,0.10792239288601455,0.19563459983831852,0.3936944219886823,0.6612772837510105,0.896928051738076,1644.0,687.0,3.88544461397966e-05,2.390988372093023,0.8717068252661289,12.247524752475247,8.0,14.040032274908727,1.1463567176764604,0.67853260112062,0.7435904838895947,1.2191062916399522,1.7568644941878293,0.9797898140662895,0.8953251749226437,0.7179494327209879,1.3683271541270592,2.6672056049582324,7.813995675002791,7.405495663199472,2024-05-20
1931,424,32.302784,52.205208,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
1960,754,38.309269,48.863491,2023-11-01,2024-05-20,175.0,1048.0,4268.0,24.388571428571428,8.0,69.19999999999999,202.0,0.8663366336633663,6.138789192296291e-05,False,sparse,0,0.07966260543580131,0.1429240862230553,0.2485941893158388,0.4568884723523899,0.6923617619493908,0.8873008434864105,3713.0,434.0,8.775338109310508e-05,8.537931034482758,2.1445187108239674,21.128712871287128,6.5,43.88330598990594,2.07695122070314,0.5353068545389911,0.7454311152764761,1.346427301813011,1.7756520053000677,1.0983582716607958,0.7915360501567399,0.6985101638496591,1.4370051384804319,4.77706966572946,8.359134886757962,8.219864741912652,2024-05-20
1986,424,33.356579,52.378185,2023-11-01,2024-05-20,194.0,996.0,4256.0,21.938144329896907,13.0,49.80000000000007,202.0,0.9603960396039604,6.121529241427605e-05,False,reliable,1,0.03782894736842105,0.07072368421052631,0.13792293233082706,0.2908834586466165,0.5131578947368421,0.7206296992481203,3085.0,870.0,7.291117174043339e-05,3.543053960964409,1.264989056070604,21.06930693069307,12.0,28.228723745387146,1.3398031476898973,0.8101341716359866,0.9102611439312566,1.2716651542649726,1.4402385273528648,0.9607045631319678,0.8674163857920663,0.7364856105781695,1.2004715452424164,3.018609022556391,8.356319965828153,8.034631032923107,2024-05-20
1996,754,37.159901,50.216652,2023-11-04,2024-05-20,166.0,509.0,1048.0,6.313253012048193,3.0,15.0,199.0,0.8341708542713567,1.5073690425319853e-05,False,sparse,0,0.10782442748091603,0.18606870229007633,0.32633587786259544,0.48854961832061067,0.6898854961832062,0.8759541984732825,763.0,232.0,1.8032811681669586e-05,3.278969957081545,1.1875293356008205,5.266331658291457,2.0,8.1417009931073,1.5459909328514816,0.8970452750723876,0.9697723555070883,1.118968102508179,1.3427617230098146,0.9697723555070883,0.8839497236114767,0.8315675177678337,1.1562670392584515,2.9368956743002546,6.955592608396297,6.638567789166521,2024-05-20
2028,149,36.364048,52.735851,2023-11-01,2024-05-20,202.0,1743.0,9598.0,47.51485148514851,30.5,106.70000000000007,202.0,1.0,0.00013805084036471368,False,reliable,1,0.06949364450927277,0.14159199833298605,0.23629922900604292,0.4072723484059179,0.6466972285892895,0.8788289226922276,6679.0,2370.0,0.00015785209596575514,2.817376634331506,1.0358061804652863,47.51485148514851,30.5,50.19635352980609,1.0564350294874798,0.7228230019185032,0.8546200101211562,1.1306809608323574,1.6967471671540768,1.0022274755516596,0.8832084270429903,0.7046798542799866,1.3494873213528682,2.4581787872473435,9.169414205363537,8.806873266530692,2024-05-20
2099,490,26.533424,53.973846,2023-11-01,2024-05-20,202.0,12120.0,5347398.0,26472.26732673267,21709.0,39998.000000000015,202.0,1.0,0.07691318896276196,False,reliable,1,0.17817992975275077,0.30844272298415043,0.4508746122880698,0.6708730115095229,0.8686905294874254,0.9707596105619967,2794848.0,2199158.0,0.06605369287403785,1.2708717286926503,0.23970306555078302,26472.26732673267,21709.0,18676.639221891564,0.7055171735528375,0.9339077332241936,1.01329897803968,1.0804983580090148,1.111973066475347,0.9492823135340939,0.9859817480550742,0.925516388112241,1.0306276900047204,2.049437851206637,15.492120832429801,14.843288638067209,2024-05-20
2101,754,37.156036,48.98938,2023-11-01,2024-05-20,202.0,7968.0,272123.0,1347.1435643564357,761.5,2433.1,202.0,1.0,0.003914024675199727,False,reliable,1,0.06825957379567328,0.1314809847017709,0.21911782539513383,0.40966033742094565,0.6534214307500652,0.8654946476409565,182447.0,69585.0,0.004311969060138364,2.6219067053717704,0.9639018032331759,1347.1435643564357,761.5,1635.6045618575783,1.2141278814919385,0.6645478648283668,0.7731173035722816,1.2158548485997773,1.7383652701675092,1.0290739469106707,0.8685555099513189,0.7026617147139471,1.38371960853909,2.958556241111556,12.514013123748287,12.11422047989714,2024-05-20
2108,289,36.708546,57.408157,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
2126,424,32.804607,51.618828,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
2136,490,27.217744,53.036396,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
2154,424,33.447861,52.486664,2023-11-01,2024-05-19,179.0,764.0,1788.0,9.988826815642458,6.0,26.200000000000017,202.0,0.8861386138613861,2.5717326794343415e-05,False,sparse,0,0.032997762863534674,0.10458612975391499,0.21420581655480983,0.43512304250559286,0.6923937360178971,0.9004474272930649,1238.0,452.0,2.9259005061477e-05,2.7350993377483444,1.006167756146108,8.851485148514852,5.0,11.466052979019798,1.2953818242516772,0.8882203193705159,0.8674896132949824,1.1102753992131449,1.5504898557432691,1.040152742420736,0.8960117256807837,0.6427910205970839,1.2953212990820024,3.0653989560029826,7.489412083508719,7.122059881629142,2024-05-20
2168,424,32.556114,51.573631,2023-11-04,2024-05-19,168.0,1583.0,4907.0,29.208333333333332,8.5,77.0,199.0,0.8442211055276382,7.057881576053867e-05,False,sparse,0,0.12777664560831464,0.26961483594864477,0.4273486855512533,0.6350112084776849,0.8542897900957815,0.9590381088241288,4185.0,691.0,9.890867219893476e-05,6.0491329479768785,1.7999149473882756,24.65829145728643,5.0,38.608286898905,1.565732441997574,0.9257570114474045,0.960268130076567,1.1195886343124983,1.1239337389734783,0.9588197618562404,0.9747018685480981,0.9425381053104995,1.0413767504148592,3.2173086067522587,8.498621805830801,8.339500903005945,2024-05-20
2195,149,36.477455,52.355835,2023-11-01,2024-05-20,202.0,6779.0,160354.0,793.8316831683169,486.0,1456.3000000000004,202.0,1.0,0.0023064184679978434,False,reliable,1,0.05991743268019507,0.1179141150205171,0.20032552976539406,0.3641256220611896,0.6063023061476484,0.8384574129737955,101582.0,47788.0,0.002400798265068624,2.125656531837871,0.7540807108182523,793.8316831683169,486.0,845.9866866659655,1.0657003299357986,0.6885416877228098,0.7978481538168232,1.185476701762867,1.681890455298686,1.0510349300448618,0.8561703782106228,0.7320669398266679,1.366462692671774,2.634731489911903,11.985145386424994,11.528631477291846,2024-05-20
2302,424,31.061466,51.593582,,,0.0,0.0,0.0,,,,,,,,cold_start,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2024-05-20
2335,424,32.626247,51.477116,2023-11-17,2024-05-18,46.0,66.0,120.0,2.608695652173913,2.0,5.5,186.0,0.24731182795698925,1.7259950868686855e-06,False,sparse,0,0.008333333333333333,0.016666666666666666,0.058333333333333334,0.375,0.625,0.9,113.0,5.0,2.670652319827868e-06,19.0,2.9444389791664407,0.6451612903225806,0.0,1.5220552342168712,2.3591856130361504,0.6888888888888889,1.1326923076923077,1.1923076923076925,1.073076923076923,0.8611111111111112,1.2629629629629628,0.8037037037037037,0.9650943396226415,1.8599999999999999,4.795790545596741,4.736198448394496,2024-05-20
2337,490,26.780315,56.065002,2023-11-03,2024-05-19,198.0,2052.0,5416.0,27.353535353535353,19.0,50.30000000000001,200.0,0.99,7.789991158734e-05,False,reliable,1,0.17411373707533234,0.2889586410635155,0.4222673559822747,0.5974889217134417,0.7688330871491876,0.8980797636632201,3052.0,2228.0,7.213124672667834e-05,1.3696724988784208,0.3145716593490091,27.08,19.0,28.546771988348777,1.054164401342274,0.8786227270412061,0.9047267355982276,1.0814517830765984,1.2001477104874447,1.0263332144858148,1.0135995517750727,0.901543319920542,1.111715773925212,2.6784835056622356,8.597297435657898,8.023879992734878,2024-05-20
2363,149,36.701763,53.639572,2023-11-01,2024-05-20,196.0,1179.0,3447.0,17.586734693877553,10.0,40.0,202.0,0.9702970297029703,4.957920887030299e-05,False,reliable,1,0.06469393675659994,0.1404119524223963,0.2349869451697128,0.40557006092254133,0.6539019437191761,0.8706121264868001,2146.0,1106.0,5.0718759985403586e-05,1.939476061427281,0.662417865170144,17.064356435643564,10.0,20.868477426043256,1.2229278909372607,0.6345147704650721,0.7011272742343239,1.1639506617448456,1.8530256194792072,0.9881456138771346,0.9255024359012834,0.7234276682372478,1.420585616678171,3.2816942268639395,8.145549631783584,7.671826797878781,2024-05-20
